answerKey,id,choices,stem,choice_0,choice_1,choice_2,label
C,6bbeda6d7eef15163e0ebbb3f46d8567,"[{'label': 'A', 'text': 'physical world'}, {'label': 'B', 'text': 'science lab'}, {'label': 'C', 'text': 'anything'}]","If the world is materials, what is it made out of?",physical world,science lab,anything,2
A,7a9bf9f55109ca0a5f2a29ac87935e6e,"[{'label': 'A', 'text': 'aircraft'}, {'label': 'B', 'text': 'band'}, {'label': 'C', 'text': 'factory'}]",Where can a human take flight?,aircraft,band,factory,0
C,5566e5b229dc312159ead031240af4fd,"[{'label': 'A', 'text': 'backpack'}, {'label': 'B', 'text': 'atlas'}, {'label': 'C', 'text': 'classroom'}]",Where might someone find a map on the wall?,backpack,atlas,classroom,2
C,c3c7df7de3d26d4410b45d3737a2c52d,"[{'label': 'A', 'text': 'entertainment'}, {'label': 'B', 'text': 'entertaining'}, {'label': 'C', 'text': 'interest'}]",james doesn't like seeing people play games.  He doesn't have any what in it?,entertainment,entertaining,interest,2
B,cddd80bcfaafae69cbf51cf9ce181397,"[{'label': 'A', 'text': 'catching cold'}, {'label': 'B', 'text': 'cooling off'}, {'label': 'C', 'text': 'catch cold'}]",Why do people like getting wet in the summer?,catching cold,cooling off,catch cold,1
A,1316592014f9eb204dbfc37349d2a06b,"[{'label': 'A', 'text': 'listen to radio'}, {'label': 'B', 'text': 'hole in one'}, {'label': 'C', 'text': 'pay attention'}]",When people drive they usually do what to ward off boredom?,listen to radio,hole in one,pay attention,0
B,988a1b3e14129a7babf468a9ab802bd4,"[{'label': 'A', 'text': 'flower pot'}, {'label': 'B', 'text': 'flower shop'}, {'label': 'C', 'text': 'seafood restaurant'}]","Laura likes blue anemones, and John wants to give her something special for her birthday.  Where might John go to get an anemone for Laura?",flower pot,flower shop,seafood restaurant,1
A,fa2659dadb5f427b3a246776986df0de,"[{'label': 'A', 'text': 'countryside'}, {'label': 'B', 'text': 'south american country'}, {'label': 'C', 'text': 'africa'}]","If I lived in a small village outside a city, which general geographic area would this be?",countryside,south american country,africa,0
A,0db6f1c082d06a778c743c33d503bc58,"[{'label': 'A', 'text': 'bedroom'}, {'label': 'B', 'text': 'microwave'}, {'label': 'C', 'text': 'meat loaf'}]",The cat was annoying because it would not leave James alone.  Whenever he locked himself down for work it would find its way into where?,bedroom,microwave,meat loaf,0
A,ce9d807b217af79b366e507110d94930,"[{'label': 'A', 'text': 'south'}, {'label': 'B', 'text': 'house'}, {'label': 'C', 'text': 'home'}]",In what area is the use of an air conditioner more common?,south,house,home,0
A,4838ec72991ba3f3a6b4f01b39ee1924,"[{'label': 'A', 'text': 'excitement'}, {'label': 'B', 'text': 'working'}, {'label': 'C', 'text': 'stress'}]",What is someone beginning work they really want to do likely to feel?,excitement,working,stress,0
B,ba46bad942499bd16f31be3b10b89d69,"[{'label': 'A', 'text': 'backpack'}, {'label': 'B', 'text': 'office'}, {'label': 'C', 'text': 'school'}]",Where might I find pens with a company logo?,backpack,office,school,1
B,5e1176ed8ab37d2e77abfa0efc196c59,"[{'label': 'A', 'text': 'advance knowledge'}, {'label': 'B', 'text': 'follow instructions'}, {'label': 'C', 'text': 'produce sound'}]",Billy didn't understand computers but he could work them.  This was because he could easily do what?,advance knowledge,follow instructions,produce sound,1
A,44615d1d49ea39a276d1255e88512397,"[{'label': 'A', 'text': 'string quartet'}, {'label': 'B', 'text': 'orchestra'}, {'label': 'C', 'text': 'music room'}]",A violin and three other instruments play in what?,string quartet,orchestra,music room,0
C,2ad01eae74aa4cf404dc3f535437ee8b,"[{'label': 'A', 'text': 'understanding'}, {'label': 'B', 'text': 'result'}, {'label': 'C', 'text': 'fall asleep'}]","Some people hate attending meeting, they're worried it'll bore and they will what?",understanding,result,fall asleep,2
C,e45334327b6242ee9e4d66ff421c0cf3,"[{'label': 'A', 'text': 'amusement park'}, {'label': 'B', 'text': 'urban area'}, {'label': 'C', 'text': 'business district'}]",What type of area would you be entering if dressed in a suit when putting your car in a parking lot?,amusement park,urban area,business district,2
A,106100d4d4150510215fe894f5f71a25,"[{'label': 'A', 'text': 'sunshine'}, {'label': 'B', 'text': 'new hampshire'}, {'label': 'C', 'text': 'bloom'}]",What causes an apple tree to grow?,sunshine,new hampshire,bloom,0
A,525682f9c744d15fb41f439077d17610,"[{'label': 'A', 'text': 'TRUE'}, {'label': 'B', 'text': 'veracious'}, {'label': 'C', 'text': 'faithful'}]","The plaintiff sued over untrue claims, but the defendant was proven to be what?",TRUE,veracious,faithful,0
C,795ef275522c3d65e730f6417f2b39fb,"[{'label': 'A', 'text': 'hardcopy'}, {'label': 'B', 'text': 'offline'}, {'label': 'C', 'text': 'brick and mortar'}]","Their online sales had been a huge success, but the dream was always to open a what shop?",hardcopy,offline,brick and mortar,2
B,90671fde8d5223015a3f95a084d25f47,"[{'label': 'A', 'text': 'deflation'}, {'label': 'B', 'text': 'spend more'}, {'label': 'C', 'text': 'problems'}]",WHen people are fighting inflation what should they stop doing?,deflation,spend more,problems,1
C,f13efb91090dd28fd2b3c1f4dde680fd,"[{'label': 'A', 'text': 'learning'}, {'label': 'B', 'text': 'response'}, {'label': 'C', 'text': 'exchanging ideas'}]",Sage loved communicating  He liked doing what with his peers?,learning,response,exchanging ideas,2
B,c7f814d9e1aa635d86af09319355cc01,"[{'label': 'A', 'text': 'distraction'}, {'label': 'B', 'text': 'misunderstandings'}, {'label': 'C', 'text': 'headaches'}]","When people aren't communicating or talking to each other, what happens?",distraction,misunderstandings,headaches,1
C,7bb68647a5c16aadb3245ec2b245f584,"[{'label': 'A', 'text': 'anywhere on earth'}, {'label': 'B', 'text': 'international space station'}, {'label': 'C', 'text': 'strip club'}]","The human had lustful needs to fulfill, where did he go as a result?",anywhere on earth,international space station,strip club,2
C,03c73191b50fcd6044468b28a37cfc57,"[{'label': 'A', 'text': 'warehouse'}, {'label': 'B', 'text': 'new construction'}, {'label': 'C', 'text': 'bridge'}]",He leaned the beam over the flooded gap to create a makeshift what?,warehouse,new construction,bridge,2
B,dec4a29a919d8171cdce2e498835d6fd,"[{'label': 'A', 'text': 'commercial building'}, {'label': 'B', 'text': 'town'}, {'label': 'C', 'text': 'restaurant'}]","If you're in an eatery and not in the country, where are you?",commercial building,town,restaurant,1
B,3095078e4771053d9d5fa8d4f5f3dc38,"[{'label': 'A', 'text': 'suffering'}, {'label': 'B', 'text': 'happiness'}, {'label': 'C', 'text': 'pain'}]",What do people usually feel when falling in love?,suffering,happiness,pain,1
B,0253932dca850bb7b5a3ac89c9cabc29,"[{'label': 'A', 'text': 'respect'}, {'label': 'B', 'text': 'make up'}, {'label': 'C', 'text': 'feel better'}]","The couple had a forgiving attitude with each other thereafter, what did they do?",respect,make up,feel better,1
B,5c688b290dcbafb090eeca8867d5074a,"[{'label': 'A', 'text': 'put down'}, {'label': 'B', 'text': 'water mark'}, {'label': 'C', 'text': 'noise'}]",Bill is setting his cup on a table.  He puts a napkin under it to avoid leaving what?,put down,water mark,noise,1
A,9a3a2184e24740ffb5067ac25ecd6963,"[{'label': 'A', 'text': 'new jersey'}, {'label': 'B', 'text': 'farm yard'}, {'label': 'C', 'text': 'flowers'}]","If an apple tree were in the North, where would it be?",new jersey,farm yard,flowers,0
C,fc8e0047cfb2d78425aa24af5056f093,"[{'label': 'A', 'text': 'cellar'}, {'label': 'B', 'text': 'grocery store'}, {'label': 'C', 'text': 'cupboard'}]",Where above your kitchen sink could you store canned food?,cellar,grocery store,cupboard,2
B,72ef2d003d1e0b0fb5c0b7e8ed4a1435,"[{'label': 'A', 'text': 'high school or college'}, {'label': 'B', 'text': ""old people's home""}, {'label': 'C', 'text': 'republican party'}]",Lindy was a senior.  He lived with his children because he didn't want to go where?,high school or college,old people's home,republican party,1
A,bb7108a24332df7512017038505e329d,"[{'label': 'A', 'text': 'get hot'}, {'label': 'B', 'text': 'euphoria'}, {'label': 'C', 'text': 'pleasure'}]",Danny was getting warm. He turned on the air conditioner so he wouldn't do what?,get hot,euphoria,pleasure,0
B,7962ed64c5b18e1a348cc261cec6da1f,"[{'label': 'A', 'text': 'amusement park'}, {'label': 'B', 'text': 'venue'}, {'label': 'C', 'text': 'fairgrounds'}]","If I have to pass through a ticket booth to see a concert, where is the concert?",amusement park,venue,fairgrounds,1
C,5f9675ecdc9de4feccaa84588db94c24,"[{'label': 'A', 'text': 'valley'}, {'label': 'B', 'text': 'town'}, {'label': 'C', 'text': 'north america'}]",Where can one find a road that goes through New York City?,valley,town,north america,2
B,8afcb4165f5ea3e5746a7aff9c1f072e,"[{'label': 'A', 'text': 'apartment complex'}, {'label': 'B', 'text': 'street corner'}, {'label': 'C', 'text': 'post office'}]",Where is the mailbox between my house and the next block?,apartment complex,street corner,post office,1
A,c069068d43d4121fc6109d97b8ba95fb,"[{'label': 'A', 'text': 'table'}, {'label': 'B', 'text': 'library'}, {'label': 'C', 'text': 'doctor'}]",Where do most people keep magazines?,table,library,doctor,0
C,4f954d594c7ddf9ea62fb05326e0a2a3,"[{'label': 'A', 'text': 'putting together'}, {'label': 'B', 'text': 'multiplication'}, {'label': 'C', 'text': 'multiply'}]","The division of the company saw their profits skyrocket, what did their overall margins do?",putting together,multiplication,multiply,2
A,cc1c2cc873f9a8de8d74759c3153878b,"[{'label': 'A', 'text': 'sky'}, {'label': 'B', 'text': 'house'}, {'label': 'C', 'text': 'books'}]",Where is the most powerful light source?,sky,house,books,0
B,17825209cdf38b25170778ade988a8f1,"[{'label': 'A', 'text': 'getting arrested'}, {'label': 'B', 'text': 'blank stares'}, {'label': 'C', 'text': 'stage fright'}]",Expressing yourself by using complicated words and technical language is likely to draw what from you audience?,getting arrested,blank stares,stage fright,1
A,559ae2b0bfc4b4e66e1acea8b11b485d,"[{'label': 'A', 'text': 'birth'}, {'label': 'B', 'text': 'propagation'}, {'label': 'C', 'text': 'fun'}]","There's a lot to reproducing, but it begins and end with new life by giving what?",birth,propagation,fun,0
C,e04ae88d569eecd3b094612d5933891a,"[{'label': 'A', 'text': 'sweat'}, {'label': 'B', 'text': 'cheat'}, {'label': 'C', 'text': 'study'}]",What can you do before taking final exams to help with them?,sweat,cheat,study,2
C,9c4a0ef43214ce4e7c111489620e3518,"[{'label': 'A', 'text': 'lightning'}, {'label': 'B', 'text': 'lightening'}, {'label': 'C', 'text': 'lighting'}]",James heard thunder while he was putting up the overhead lamps. It hit very close.   James worried that he might be killed while installing what?,lightning,lightening,lighting,2
A,91b2a4649122feaa9e9ea3a8eba0150b,"[{'label': 'A', 'text': 'atmosphere'}, {'label': 'B', 'text': 'planetarium'}, {'label': 'C', 'text': 'outdoors'}]",What must someone go through when heading to the sky?,atmosphere,planetarium,outdoors,0
B,8e9684610b37aae6806fc53ce8e312a9,"[{'label': 'A', 'text': 'slow down'}, {'label': 'B', 'text': 'carry'}, {'label': 'C', 'text': 'travel'}]",What can a vehicle do to groceries?,slow down,carry,travel,1
C,08db69edf0ec5848c1a53dca8fc1601a,"[{'label': 'A', 'text': 'accidental'}, {'label': 'B', 'text': 'detestable'}, {'label': 'C', 'text': 'effusive'}]",James noticed that his penis was bigger. .  How might he act toward his plastic surgeon?,accidental,detestable,effusive,2
C,3c736b2d765ed841c1579adf5783fa30,"[{'label': 'A', 'text': 'guest room'}, {'label': 'B', 'text': 'basement'}, {'label': 'C', 'text': 'horseradish'}]",He was eating a roast beef sandwich on his sofa bed and spilled what spicy spicy sauce on it?,guest room,basement,horseradish,2
A,8087c26a974b13554e8ffa1f7ca7cdf9,"[{'label': 'A', 'text': 'supermarket'}, {'label': 'B', 'text': 'pantry'}, {'label': 'C', 'text': 'bar'}]",Where do you buy potato chips?,supermarket,pantry,bar,0
C,1b3bf9c8c110a5a99112d8b2a9c7b2fc,"[{'label': 'A', 'text': 'toy store'}, {'label': 'B', 'text': 'casino'}, {'label': 'C', 'text': 'family room'}]",where do children play a game?,toy store,casino,family room,2
B,1a3372da798c1e7c230e3008df23b54e,"[{'label': 'A', 'text': 'bag'}, {'label': 'B', 'text': 'store'}, {'label': 'C', 'text': 'purse'}]",Where would you get an eyeglasses case if you do not have one?,bag,store,purse,1
A,5a85301b43f77461dec744c9eba472a9,"[{'label': 'A', 'text': 'turn away'}, {'label': 'B', 'text': 'let down'}, {'label': 'C', 'text': 'row boat'}]",As a human who valued privacy he asked that everybody do what so he could act without eyes upon him?,turn away,let down,row boat,0
A,540a54d47f7d00afc03c992c3bab668d,"[{'label': 'A', 'text': 'jewelry store'}, {'label': 'B', 'text': 'tow truck'}, {'label': 'C', 'text': 'motorbike'}]",Where would you get a chain if you do not have one?,jewelry store,tow truck,motorbike,0
A,d3f21b3973127c82b6a178800e33af6c,"[{'label': 'A', 'text': 'hide from'}, {'label': 'B', 'text': 'hiding'}, {'label': 'C', 'text': 'sneaky'}]","They were planning a surprise party, a car pulled up and they started to do what the guest of honor?",hide from,hiding,sneaky,0
C,06954af7da609462a6e8137b0a128994,"[{'label': 'A', 'text': 'london'}, {'label': 'B', 'text': 'paris'}, {'label': 'C', 'text': 'building'}]","The cafe had seating outside, but you could also sit inside the what?",london,paris,building,2
B,f465af4fe9e5a6b02086975bdfa26b71,"[{'label': 'A', 'text': 'humiliate'}, {'label': 'B', 'text': 'disregard'}, {'label': 'C', 'text': 'being rude'}]",Ben didn't have much respect for Sue. He would always do what about her wishes?,humiliate,disregard,being rude,1
B,77a4a131e9083f6a4c70e8f88df54056,"[{'label': 'A', 'text': 'loose skin'}, {'label': 'B', 'text': 'healthier'}, {'label': 'C', 'text': 'death'}]",What is a good result of losing weight?,loose skin,healthier,death,1
B,136c08fe01cb3e029b18b62997267810,"[{'label': 'A', 'text': 'babies'}, {'label': 'B', 'text': 'laughter'}, {'label': 'C', 'text': 'happiness'}]",What is likely heard by those going to a party?,babies,laughter,happiness,1
B,630354cfcdeb5e621a91b0e75ee8fc0b,"[{'label': 'A', 'text': 'animals'}, {'label': 'B', 'text': 'soccer game'}, {'label': 'C', 'text': 'person'}]","The goalie felt blood on his face after blocking a ball, where was he/",animals,soccer game,person,1
B,e61f3195f9c9d968fd26946471e5cda0,"[{'label': 'A', 'text': 'knowing more'}, {'label': 'B', 'text': 'headaches'}, {'label': 'C', 'text': 'growth'}]",What can happen if you attempt too much learning?,knowing more,headaches,growth,1
A,02e821a3e53cb320790950aab4489e85,"[{'label': 'A', 'text': 'atlas'}, {'label': 'B', 'text': 'united states'}, {'label': 'C', 'text': 'countryside'}]",Google Maps and other highway and street GPS services have replaced what?,atlas,united states,countryside,0
A,092186d1c99e2248e23182f65aebbd2c,"[{'label': 'A', 'text': 'community'}, {'label': 'B', 'text': 'residential neighborhood'}, {'label': 'C', 'text': 'every city'}]",A school is necessary for every one of these. What are they?,community,residential neighborhood,every city,0
C,7659d3a365b8e2231894e89b42622808,"[{'label': 'A', 'text': 'public building'}, {'label': 'B', 'text': 'house'}, {'label': 'C', 'text': 'automobile'}]","It was going to be a long winter during his commute, the heater had gone out in his what?",public building,house,automobile,2
C,5ea1c9129d3195720e3ad8ff334f6479,"[{'label': 'A', 'text': 'making music'}, {'label': 'B', 'text': 'listening to music'}, {'label': 'C', 'text': 'arthritis'}]",What happens to a persons hands after years of playing guitar?,making music,listening to music,arthritis,2
C,9f3367f48fbb3f4b360a7d2bcccf83b9,"[{'label': 'A', 'text': 'live'}, {'label': 'B', 'text': 'conform'}, {'label': 'C', 'text': 'arrive'}]","The plane was late to depart, but with a compliant wind stream it was actually early to what?",live,conform,arrive,2
C,604427035260d2928f8046a1bc1bebe1,"[{'label': 'A', 'text': 'surface of earth'}, {'label': 'B', 'text': 'anthology'}, {'label': 'C', 'text': 'state park'}]","When enjoying flowers in a recreation area run by local government, where are you?",surface of earth,anthology,state park,2
C,a7cb393607e5be677058b61e727f36af,"[{'label': 'A', 'text': 'bamboo grove'}, {'label': 'B', 'text': 'australian outback'}, {'label': 'C', 'text': ""child's book""}]","Through the colorful pages the koala went on quite the adventure, the parent thought it made for a good what?",bamboo grove,australian outback,child's book,2
B,cd1c421ca653909ebe71375758f8b293,"[{'label': 'A', 'text': 'motel'}, {'label': 'B', 'text': 'swimming pool'}, {'label': 'C', 'text': 'hotel'}]",Where would you bring some towels other than to a shower?,motel,swimming pool,hotel,1
B,7fd4121011cc2914491e54a08ffa8646,"[{'label': 'A', 'text': ""friend's house""}, {'label': 'B', 'text': 'madagascar'}, {'label': 'C', 'text': 'french government'}]",Where could you find a monkey in the wild?,friend's house,madagascar,french government,1
A,7137dd6f5b64eb313a9178f69e55b2c4,"[{'label': 'A', 'text': 'dry mouth'}, {'label': 'B', 'text': 'sore throat'}, {'label': 'C', 'text': 'conversation'}]",What can talking for a long time cause that makes you think of waterfalls?,dry mouth,sore throat,conversation,0
C,75ca0cb4e5e4ff188fcf7aa2c8af58fb,"[{'label': 'A', 'text': 'improve yourself'}, {'label': 'B', 'text': 'become knowledgeable'}, {'label': 'C', 'text': 'have tools'}]","To learn must have the right book, to work efficiently what must one have?",improve yourself,become knowledgeable,have tools,2
A,45ed13608bc7cbcaef80a513f55027c4_1,"[{'label': 'A', 'text': 'tension'}, {'label': 'B', 'text': 'shame'}, {'label': 'C', 'text': 'arrest'}]","The lawyer explained what committing perjury was, this was big case with high what?",tension,shame,arrest,0
A,eda022d48cfb59230b21c8d632feb17f,"[{'label': 'A', 'text': 'solitude'}, {'label': 'B', 'text': 'discomfort'}, {'label': 'C', 'text': 'falling asleep'}]",John was sitting quietly after class. He was the only person in detention.  He enjoyed something about this.  What might he had enjoyed about his situation?,solitude,discomfort,falling asleep,0
C,364e9a2fbd2e4ec6f9018e72c312c178,"[{'label': 'A', 'text': 'passivity'}, {'label': 'B', 'text': 'inactivity'}, {'label': 'C', 'text': 'rest'}]",John told Billy to cease activity. Billy needed to do what?,passivity,inactivity,rest,2
A,692b483d3f0cde93ac29bf0ada0d6b82,"[{'label': 'A', 'text': 'fairgrounds'}, {'label': 'B', 'text': ""neighbor's house""}, {'label': 'C', 'text': 'military base'}]","There's tickets, rides, and games but the real money made where is in the food sales?",fairgrounds,neighbor's house,military base,0
C,e2dacbd686f73da3b3a658d7166ce700,"[{'label': 'A', 'text': 'delicious food'}, {'label': 'B', 'text': 'self esteem'}, {'label': 'C', 'text': 'acquire wealth'}]","A person wants to be successful, the end goal is to what?",delicious food,self esteem,acquire wealth,2
A,8678060ab6370cf4b9a3ee0fa22e7961,"[{'label': 'A', 'text': 'stand still'}, {'label': 'B', 'text': 'go straight'}, {'label': 'C', 'text': 'going straight'}]",What will you do if you do not turn and you do not move either?,stand still,go straight,going straight,0
A,12a421f34e74fa02ff60a56ba51da31e,"[{'label': 'A', 'text': 'concert'}, {'label': 'B', 'text': 'headphones'}, {'label': 'C', 'text': 'conference'}]",Where are you if there are large speakers playing music?,concert,headphones,conference,0
B,f75357e48c3026cfa4da3dba9f91bb21,"[{'label': 'A', 'text': 'appear blue'}, {'label': 'B', 'text': 'cloud over'}, {'label': 'C', 'text': 'rain water'}]",What does the sky do before a rain?,appear blue,cloud over,rain water,1
A,5eae9a162af2fd897c50ed1883a3809a,"[{'label': 'A', 'text': 'wedding'}, {'label': 'B', 'text': 'left foot'}, {'label': 'C', 'text': 'closet'}]",Where must one wear a white shoe?,wedding,left foot,closet,0
A,6000f0ef9884c4afa2071ce08c1fb248,"[{'label': 'A', 'text': 'peripheral'}, {'label': 'B', 'text': 'secondary'}, {'label': 'C', 'text': 'minor'}]",What is something that isn't the main focus of a video?,peripheral,secondary,minor,0
B,b49e56be7122a7b85d23b3e525a96d29,"[{'label': 'A', 'text': 'unlikely'}, {'label': 'B', 'text': 'unexpected'}, {'label': 'C', 'text': 'surprising'}]","The mystery drama TV show was trying to advertise itself, their tagline was to expect the what?",unlikely,unexpected,surprising,1
B,6a253e076cd2af00e17d9950d70daf47,"[{'label': 'A', 'text': 'warehouse'}, {'label': 'B', 'text': 'new construction'}, {'label': 'C', 'text': 'bridge'}]","Setting up framing, truss and beam are some of the first steps in what?",warehouse,new construction,bridge,1
A,bf89614a5b9d6bb83a45210adf1590ca,"[{'label': 'A', 'text': 'getting in line'}, {'label': 'B', 'text': 'pouring coffee'}, {'label': 'C', 'text': 'get full'}]",If there are a lot of people waiting to order at the fast food restaurant where you decided to have lunch what must you do before you get to order?,getting in line,pouring coffee,get full,0
A,b90940f4de43f857ee54f2d0d4f2255c,"[{'label': 'A', 'text': 'cut there'}, {'label': 'B', 'text': 'braided'}, {'label': 'C', 'text': 'combed when not straight'}]","His hair was getting long enough that it could be put in a ponytail, so he headed to this place to have what happen?",cut there,braided,combed when not straight,0
A,d54af9a401b98becdb8e430f647d481b,"[{'label': 'A', 'text': 'randomness'}, {'label': 'B', 'text': 'aggravation'}, {'label': 'C', 'text': 'tensions'}]",Why would someone bring suit against a total stranger?,randomness,aggravation,tensions,0
B,a080c32f1379a6f2f23d715e407063a8,"[{'label': 'A', 'text': 'store'}, {'label': 'B', 'text': 'basement'}, {'label': 'C', 'text': 'floor'}]",Sam was moving out to college.  His parents packed up all of his old toys are placed them in long term storage.  Where might they put the boxes of toys?,store,basement,floor,1
B,574e1a4d66d60c9e958f059322c4d6ac,"[{'label': 'A', 'text': 'linen closet'}, {'label': 'B', 'text': 'bathroom sink'}, {'label': 'C', 'text': 'walmart'}]",Where would you put a washcloth to clean it?,linen closet,bathroom sink,walmart,1
C,303aedda3a5ab8d853cbe4edc4b914c6,"[{'label': 'A', 'text': 'bus stop'}, {'label': 'B', 'text': 'building'}, {'label': 'C', 'text': 'hospital'}]","The person was in physical distress, where should he go?",bus stop,building,hospital,2
C,6843480c5c05eca606b83e9c925da43a,"[{'label': 'A', 'text': 'village'}, {'label': 'B', 'text': 'england'}, {'label': 'C', 'text': 'city'}]",Sam found himself in a small churchyard surrounded by tall buildings.  Where might he have been?,village,england,city,2
A,1467417a161bf4b90eb7d0689acb9014,"[{'label': 'A', 'text': 'woods'}, {'label': 'B', 'text': 'grass'}, {'label': 'C', 'text': 'forest'}]","the dog brought a stick back to the house, the man could tell it came from a small area nearby, where was it likely from?",woods,grass,forest,0
B,e4203cee7598be2e33d05e17a7cd6b2c,"[{'label': 'A', 'text': 'injury'}, {'label': 'B', 'text': 'getting tired'}, {'label': 'C', 'text': 'neatness'}]",What could happen to you after cleaning for a long time?,injury,getting tired,neatness,1
A,34cf85979d316d6980e22fa3c5f7b27d,"[{'label': 'A', 'text': 'cupboard'}, {'label': 'B', 'text': 'refrigerator'}, {'label': 'C', 'text': 'apartment'}]",Where might I find a bowl nestled among other bowls in the kitchen?,cupboard,refrigerator,apartment,0
C,44fd884b7a03d5ff6b8a0fa5126e1f19,"[{'label': 'A', 'text': 'suit'}, {'label': 'B', 'text': 'club'}, {'label': 'C', 'text': 'europe'}]","A gentleman was giving a tour of the greatest palaces and museum, where was he giving them>",suit,club,europe,2
B,c3e3eec0919fc651ccc3bd6119cebe62,"[{'label': 'A', 'text': 'hollowness'}, {'label': 'B', 'text': 'fluidity'}, {'label': 'C', 'text': 'weakness'}]","When frozen it showed solidity, but as it thawed and melted it showed what?",hollowness,fluidity,weakness,1
B,456988fd5718cb05c9de270a4a8cbabb,"[{'label': 'A', 'text': 'walk off'}, {'label': 'B', 'text': 'raise hell'}, {'label': 'C', 'text': 'appear ridiculous'}]","The man is drunk and angry, what does he look to do to others?",walk off,raise hell,appear ridiculous,1
C,37cfe062e5e8160174dfbcf549a0b5a0,"[{'label': 'A', 'text': 'australia'}, {'label': 'B', 'text': 'detroit'}, {'label': 'C', 'text': 'retail store'}]","We want to try some new barbecue sauces, where should we buy some?",australia,detroit,retail store,2
C,ffa961d537f245cddef8565dbd642b1c,"[{'label': 'A', 'text': 'river or stream'}, {'label': 'B', 'text': 'montana'}, {'label': 'C', 'text': 'kentucky'}]",What state north of alabama has many a beaver?,river or stream,montana,kentucky,2
B,4d508f77f3c986bb81473ade9a3269b7,"[{'label': 'A', 'text': 'unhelpful'}, {'label': 'B', 'text': 'bad'}, {'label': 'C', 'text': 'inauspicious'}]","The sailor was hoping for favorable conditions, but what kind of weather did the red skies signal?",unhelpful,bad,inauspicious,1
A,b8fff0fe442f43e5b4f68b31f86f7f9f,"[{'label': 'A', 'text': 'bumpy'}, {'label': 'B', 'text': 'uneven'}, {'label': 'C', 'text': 'rough'}]","The person was smooth, but he was a Klingon so his head became what?",bumpy,uneven,rough,0
C,d64a676e9d22e7edd12e7f4ce267a9f0,"[{'label': 'A', 'text': 'movie'}, {'label': 'B', 'text': 'theatre'}, {'label': 'C', 'text': 'show'}]",What do you go to see for live entertainment?,movie,theatre,show,2
A,9323cbc7ee03dc1a7154c0382f0c83e1,"[{'label': 'A', 'text': 'hotel'}, {'label': 'B', 'text': 'maze'}, {'label': 'C', 'text': 'jungle'}]",If someone rents a room where would the passageway to it be located?,hotel,maze,jungle,0
A,ca090765510c63b0b783aefda575ec1d,"[{'label': 'A', 'text': 'closeness'}, {'label': 'B', 'text': 'proximity'}, {'label': 'C', 'text': 'near'}]","John thought the distance between himself ahd Sally was insurmountable.  But when he opened up to her, he found that they shared something What did they share?",closeness,proximity,near,0
A,50301fb072807e0cf525dcfb7a6111ef,"[{'label': 'A', 'text': 'bedroom'}, {'label': 'B', 'text': 'house'}, {'label': 'C', 'text': 'drugstore'}]","Denny couldn't find his hairbrush.  He looked everywhere for it.  Under and over, up and down, it was not where he thought it would be.  So he closed the door behind him and continued his systematic search.  Where might Denny have looked first?",bedroom,house,drugstore,0
B,a24f69e8b21e5619516ecb1c425c7ffc,"[{'label': 'A', 'text': 'faithful'}, {'label': 'B', 'text': 'close fitting'}, {'label': 'C', 'text': 'discreet'}]",Sarah's dress was very loose. She preferred that.  She didn't like showing off her curves. What type of clothes would she not wear?,faithful,close fitting,discreet,1
C,48f3a391ec3fececb46ba92a353d1b10,"[{'label': 'A', 'text': 'branch out'}, {'label': 'B', 'text': 'fall down'}, {'label': 'C', 'text': 'cast shadow'}]",If there is a source of light behind a tree what would expect to happen?,branch out,fall down,cast shadow,2
C,f552db63a413af5eb7db1ee9b916afab,"[{'label': 'A', 'text': 'group together'}, {'label': 'B', 'text': 'understand each other'}, {'label': 'C', 'text': 'part company'}]",What would friends do if they no longer like each other?,group together,understand each other,part company,2
A,16db05e2eb539834abea0440edf95f42,"[{'label': 'A', 'text': 'every aspect of life'}, {'label': 'B', 'text': 'college class'}, {'label': 'C', 'text': 'class room'}]",When they leave home a student is responsible for what?,every aspect of life,college class,class room,0
B,bdf437d7498815f36c255f64a8e6571c,"[{'label': 'A', 'text': 'nostalgia'}, {'label': 'B', 'text': 'depression'}, {'label': 'C', 'text': 'knowledge'}]","When remembering a tragedy in the past, what do many people feel?",nostalgia,depression,knowledge,1
B,60b6d47b92ee145ddf068829c4c94bf8,"[{'label': 'A', 'text': 'gas'}, {'label': 'B', 'text': 'gain weight'}, {'label': 'C', 'text': 'obesity'}]","He was eating too much while no exercising enough, what did he suffer as a result?",gas,gain weight,obesity,1
B,6d72aa8531f5994a24814e442521b151,"[{'label': 'A', 'text': 'office'}, {'label': 'B', 'text': 'desk'}, {'label': 'C', 'text': 'meeting'}]",Where do most people keep a paperclip?,office,desk,meeting,1
A,abb837e19ab21d8d41bd7ccdfb3d429e,"[{'label': 'A', 'text': 'seeing artifacts'}, {'label': 'B', 'text': 'shock'}, {'label': 'C', 'text': 'peace'}]",What you viewing if you're not looking at paintings while visiting a museum?,seeing artifacts,shock,peace,0
A,709babd2c2ec0dc09c4db0b14f8551d5,"[{'label': 'A', 'text': 'washington d.c'}, {'label': 'B', 'text': 'parliament'}, {'label': 'C', 'text': 'government'}]",In hat city do the most U.S. politicians work?,washington d.c,parliament,government,0
