answerKey,id,choices,stem,choice_0,choice_1,choice_2,label
C,0be53359436901b878554e908bd47bbc,"[{'label': 'A', 'text': 'chinatown'}, {'label': 'B', 'text': 'nightgown'}, {'label': 'C', 'text': 'garments'}]",Silk is used to make high quality what?,chinatown,nightgown,garments,2
B,508fa6ff59f93e73dd5db1d02b71ac4d,"[{'label': 'A', 'text': 'restaurant'}, {'label': 'B', 'text': 'cupboard'}, {'label': 'C', 'text': 'greenhouse'}]",Where would you put a pot if you do not need to use it?,restaurant,cupboard,greenhouse,1
B,8bc27034485694b349cfc3f3dda23352,"[{'label': 'A', 'text': 'hatred'}, {'label': 'B', 'text': 'gratification'}, {'label': 'C', 'text': 'exciting'}]",James's first priority was finding information.  He wanted to know for his own what?,hatred,gratification,exciting,1
A,79476032b297e02ae9a2510a8c4bfa4c,"[{'label': 'A', 'text': 'surf net'}, {'label': 'B', 'text': 'make patchwork quilt'}, {'label': 'C', 'text': 'use television'}]","If being bored was a problem and you wanted to quickly read the latest news, you could do so by doing what?",surf net,make patchwork quilt,use television,0
A,297a8889f4a55840b9721134d7adc0b5,"[{'label': 'A', 'text': 'commercial building'}, {'label': 'B', 'text': 'town'}, {'label': 'C', 'text': 'restaurant'}]",What kind of structure contains your favorite eatery?,commercial building,town,restaurant,0
A,cc2545142cc1aa7dcbefa264d3b20da4,"[{'label': 'A', 'text': 'landscape'}, {'label': 'B', 'text': 'great outdoors'}, {'label': 'C', 'text': 'countryside'}]",Climbing a hill can give you a good way to survey what?,landscape,great outdoors,countryside,0
B,eb09fafde05ed3c68f653e32b4bedaef,"[{'label': 'A', 'text': 'feet'}, {'label': 'B', 'text': 'sight'}, {'label': 'C', 'text': 'practice'}]",What is something someone driving a car needs even to begin?,feet,sight,practice,1
C,08f7f242a01f059dc41165a0de143ee3,"[{'label': 'A', 'text': 'fast food restaurant'}, {'label': 'B', 'text': 'house'}, {'label': 'C', 'text': 'conference'}]",What are tables sometimes necessary for when a variety of thoughts are needed?,fast food restaurant,house,conference,2
A,ef6674fc6a4c04623a628110bb69c783,"[{'label': 'A', 'text': 'inappropriate'}, {'label': 'B', 'text': 'disenchanted'}, {'label': 'C', 'text': 'unfortunate'}]","Thinking of the past reminded him of a happy time, he laughed aloud in the middle of the funeral and it was quite what?",inappropriate,disenchanted,unfortunate,0
B,bd695de4324ccdc523b8d5534a7f0bb9,"[{'label': 'A', 'text': 'lavish'}, {'label': 'B', 'text': 'prodigal'}, {'label': 'C', 'text': 'spendthrift'}]","Sam was a very frugal person, unlike his brothers.  Yet, he was what to his father?",lavish,prodigal,spendthrift,1
A,ade8a343a9dea37579c215bdd705967c,"[{'label': 'A', 'text': 'recorded'}, {'label': 'B', 'text': 'broadcast'}, {'label': 'C', 'text': 'neutral'}]","The producer didn't want to do the show live, what type of show was he looking for?",recorded,broadcast,neutral,0
A,f45e519948e9cd6b443574a011c9e4ca,"[{'label': 'A', 'text': 'write letter'}, {'label': 'B', 'text': 'promise to help'}, {'label': 'C', 'text': 'offer to help'}]",How do you communicate with a friend when you are apart?,write letter,promise to help,offer to help,0
A,c11a0e88f7143166dd928fc5c1d5a798,"[{'label': 'A', 'text': 'get food'}, {'label': 'B', 'text': 'eat food'}, {'label': 'C', 'text': 'stop working'}]",What do you need to do to be able to have lunch?,get food,eat food,stop working,0
B,3d0f04bfe0fe331514ed27fe96fec532,"[{'label': 'A', 'text': 'rest more'}, {'label': 'B', 'text': ""you're sick""}, {'label': 'C', 'text': 'were sick'}]",Mom said that Sarah should stay in bed until she was able to go to school again..  What did mom say to Sarah when she tried to get up?,rest more,you're sick,were sick,1
A,bb3202c8816a1501827175261acd8f8d,"[{'label': 'A', 'text': 'commercial'}, {'label': 'B', 'text': 'show'}, {'label': 'C', 'text': 'theatre'}]",What is a performance by actors on tv to promote buying a certain product?,commercial,show,theatre,0
A,14994720efc0cbee05464ffb25d0cdf8,"[{'label': 'A', 'text': 'smoke'}, {'label': 'B', 'text': 'automobile accidents'}, {'label': 'C', 'text': 'backache'}]",What could a driver do that could distract him or her while he or she is in a driving car?,smoke,automobile accidents,backache,0
C,6c02c7d350f319abf73f745385154c48,"[{'label': 'A', 'text': 'would cease to exist'}, {'label': 'B', 'text': 'change color'}, {'label': 'C', 'text': 'change of color'}]","As a person is dying, what might be a sign that it is happening?",would cease to exist,change color,change of color,2
B,87da4fe60a079f704494081f00c2a4eb,"[{'label': 'A', 'text': 'america'}, {'label': 'B', 'text': 'germany'}, {'label': 'C', 'text': 'city'}]",Where might one be unrestricted on a superhighway?,america,germany,city,1
A,96334bb2664490cb6233b6f644b62350,"[{'label': 'A', 'text': 'respiration'}, {'label': 'B', 'text': 'expiration'}, {'label': 'C', 'text': 'interaction'}]","The botanist knew the plant was living, what did he observe that led him to know that?",respiration,expiration,interaction,0
B,69f3fdb74cbd20dfa1db7e87c85b8c90,"[{'label': 'A', 'text': 'pay attention'}, {'label': 'B', 'text': 'accomplishment'}, {'label': 'C', 'text': 'complain'}]",What is the goal of working hard to achieve something?,pay attention,accomplishment,complain,1
A,02012dbed16335534e30cc4714d29c65,"[{'label': 'A', 'text': 'having friends'}, {'label': 'B', 'text': 'good feeling'}, {'label': 'C', 'text': 'conflict'}]","The boy is good at making friends, what happens as an immediate and obvious result?",having friends,good feeling,conflict,0
B,b28dab0d9fdd3dfc708ec75c75e2d2df,"[{'label': 'A', 'text': 'hurt'}, {'label': 'B', 'text': 'got injured'}, {'label': 'C', 'text': 'acting'}]",What happened to the boy to make him cry?,hurt,got injured,acting,1
A,c53dfe5b24ea31c67ba004a33b7fd7c6,"[{'label': 'A', 'text': 'remember'}, {'label': 'B', 'text': 'winning'}, {'label': 'C', 'text': 'count'}]","The children play cards often, but they make their own rules because they can't what the originals?",remember,winning,count,0
C,ad2125a5a57db2853ea8ffda528933da,"[{'label': 'A', 'text': 'wedding'}, {'label': 'B', 'text': 'theater'}, {'label': 'C', 'text': 'convention'}]",Where are people who do the same kind of work likely to gather?,wedding,theater,convention,2
C,898f20ed4a2f4e98c97fecbf87e8e70b,"[{'label': 'A', 'text': 'walked'}, {'label': 'B', 'text': 'go outside'}, {'label': 'C', 'text': 'affection'}]",What do dogs need to be happy?,walked,go outside,affection,2
B,78bfc6a2a301bb540cc33f0e5ea3d310,"[{'label': 'A', 'text': 'hang out at bar'}, {'label': 'B', 'text': 'go skiing'}, {'label': 'C', 'text': 'skateboard'}]","The rich kids suffered from boredom, one suggested heading up to his parents lodge and that they what?",hang out at bar,go skiing,skateboard,1
C,71311f84a13a6d669c3bccc4c8e13698,"[{'label': 'A', 'text': 'sink'}, {'label': 'B', 'text': 'surface of earth'}, {'label': 'C', 'text': 'ocean'}]","John is surrounded by water.  There is no land in sight.  He was going from Britain to America, when his vessel went down. Where might he be?",sink,surface of earth,ocean,2
A,d4d68580797d99bf7db3efd1d17b0ae7,"[{'label': 'A', 'text': 'thunderstorm'}, {'label': 'B', 'text': 'enema'}, {'label': 'C', 'text': 'restaurant'}]",What causes water to come out of the sky?,thunderstorm,enema,restaurant,0
B,02d4e60834dcfdb0e045dfd6739bceaf,"[{'label': 'A', 'text': 'wilderness'}, {'label': 'B', 'text': 'countryside'}, {'label': 'C', 'text': 'suburbs'}]",The city was very bright this time of year.  There was a much smaller population where?,wilderness,countryside,suburbs,1
B,5281d93d60f0211457be3fbe391b6953,"[{'label': 'A', 'text': 'vomiting'}, {'label': 'B', 'text': 'contentment'}, {'label': 'C', 'text': 'mess'}]","Eating breakfast in bed can make you feel what, assuming that you don't spill anything?",vomiting,contentment,mess,1
B,92cc5a13870d37786f1e04b20fa301c1,"[{'label': 'A', 'text': 'artillery'}, {'label': 'B', 'text': 'machine gun'}, {'label': 'C', 'text': 'fishing rod'}]","The instructor explained all the parts like the stock, then the cadets had to disassemble and reassemble their what?",artillery,machine gun,fishing rod,1
C,468fdcf557b33d7370a5400e5e22d257,"[{'label': 'A', 'text': 'frequent urination'}, {'label': 'B', 'text': 'sickness'}, {'label': 'C', 'text': 'have fun'}]",What the positive consequences of drinking alcohol?,frequent urination,sickness,have fun,2
A,8a3c1d4eb1a011e3ec8922a9c32d71f8,"[{'label': 'A', 'text': 'new ideas'}, {'label': 'B', 'text': 'scientific knowledge'}, {'label': 'C', 'text': 'atheism'}]","When people are learning about science and not burdened by the morals of a higher power, they are more likely to come up with what?",new ideas,scientific knowledge,atheism,0
A,1182fae710e9f588a963cfd62a95bec0,"[{'label': 'A', 'text': 'demonstration'}, {'label': 'B', 'text': 'garage'}, {'label': 'C', 'text': 'conference'}]","The person was prevented from leaving work, what blocked him in the street?",demonstration,garage,conference,0
B,7d6424a6a0e970825d488680f51330bf,"[{'label': 'A', 'text': 'department store'}, {'label': 'B', 'text': 'hotel'}, {'label': 'C', 'text': 'bathtub'}]",Where would you find many shower curtain being used?,department store,hotel,bathtub,1
C,11b1d8efc97512cb2f3e854c6ae5514c,"[{'label': 'A', 'text': 'lend money'}, {'label': 'B', 'text': 'trust god'}, {'label': 'C', 'text': 'feel sorry'}]","If a person does something to hurt someone else, they might do what?",lend money,trust god,feel sorry,2
B,b13d110147ecf24562b64a69df4fe5ad,"[{'label': 'A', 'text': 'windowsill'}, {'label': 'B', 'text': 'street'}, {'label': 'C', 'text': 'disneyland'}]","Jame's bare feet were burned as he walked, because the sunshine had made the surface hot.  Where might he have been?",windowsill,street,disneyland,1
A,977c72f166c83c8331b964839f091412,"[{'label': 'A', 'text': 'spain'}, {'label': 'B', 'text': 'woods'}, {'label': 'C', 'text': 'bible'}]",Where can you find millions of apple tree?,spain,woods,bible,0
A,3dd6d33651955c04246b02360eea173f,"[{'label': 'A', 'text': 'ring'}, {'label': 'B', 'text': 'subdivision'}, {'label': 'C', 'text': 'new york city'}]",What do people break into a brownstone to steal?,ring,subdivision,new york city,0
B,22d0eea15e10be56024fd00bb0e4f72f_1,"[{'label': 'A', 'text': 'clothing store'}, {'label': 'B', 'text': 'shopping mall'}, {'label': 'C', 'text': 'laundromat'}]","She was there for for just one location and one pair of jeans, but she spent hours looking at everything and anything in the what?",clothing store,shopping mall,laundromat,1
C,5c73d485215bf4c3a1a1665dc493d314,"[{'label': 'A', 'text': 'yawn'}, {'label': 'B', 'text': 'sneezing'}, {'label': 'C', 'text': 'stretch'}]","If a person exercised heavily yesterday, what are the likely to do first when they awake?",yawn,sneezing,stretch,2
B,e77fda9651b76002ff110c48b119cc04,"[{'label': 'A', 'text': 'playground'}, {'label': 'B', 'text': 'countryside'}, {'label': 'C', 'text': 'mexico'}]","If I want to build a soccer field, but can't find space in a crowded city, where should I look?",playground,countryside,mexico,1
A,59bb9923a5e8ff160e29ec0e25c06bb8,"[{'label': 'A', 'text': 'tradition'}, {'label': 'B', 'text': 'stagnation'}, {'label': 'C', 'text': 'paper money'}]",The person changed because what demanded it?,tradition,stagnation,paper money,0
C,40c2d1736f683cc8b56eebf49b78bc41,"[{'label': 'A', 'text': 'abandon'}, {'label': 'B', 'text': 'endanger'}, {'label': 'C', 'text': 'bind'}]","If paramedics are trying to rescue someone who tries to hit them, what will they have to do with their hands?",abandon,endanger,bind,2
B,54396ec90b0bec5d77d0ccd2b550cd42,"[{'label': 'A', 'text': 'agree with each other'}, {'label': 'B', 'text': 'work together'}, {'label': 'C', 'text': 'make love'}]",If two people have a common goal how can they accomplish that goal?,agree with each other,work together,make love,1
A,33eb5f9a4439a9d4c287c5c9ae4eda40,"[{'label': 'A', 'text': 'swimming pool'}, {'label': 'B', 'text': 'toy store'}, {'label': 'C', 'text': 'disneyland'}]",Where would kids walk to if it hot outside?,swimming pool,toy store,disneyland,0
B,61740b4b3277e160534313e61e1cce3a,"[{'label': 'A', 'text': 'underage'}, {'label': 'B', 'text': 'banned'}, {'label': 'C', 'text': 'black market'}]","James is addicted to potatosol.  Potatosol is legal, but he's concerned that it might not be for long.  What might happen to potatosol i the near future?",underage,banned,black market,1
C,888e856dc874f0eaf6c622829e49c686,"[{'label': 'A', 'text': 'man crew'}, {'label': 'B', 'text': 'cross road'}, {'label': 'C', 'text': 'experience life'}]","If a person is trying new things, what is their goal?",man crew,cross road,experience life,2
A,5619df886d07feaa7f11a274bcddd747,"[{'label': 'A', 'text': 'town'}, {'label': 'B', 'text': 'hospital'}, {'label': 'C', 'text': 'michigan'}]","The farmer needed to go to the dental office, where did he have to go after turning out of his field?",town,hospital,michigan,0
A,998fbb12e51cb4af963c26d14eb5213d,"[{'label': 'A', 'text': 'tree'}, {'label': 'B', 'text': 'boat'}, {'label': 'C', 'text': 'hardware store'}]",where is a good place to get fresh wood?,tree,boat,hardware store,0
B,0dc04636c02bb803f9d3cdbd0bc18069,"[{'label': 'A', 'text': 'briefcase'}, {'label': 'B', 'text': 'office supply store'}, {'label': 'C', 'text': 'desk'}]",Where would you get a marker if you do not have one?,briefcase,office supply store,desk,1
A,a0ab800d382b24dc059325da86731fb0,"[{'label': 'A', 'text': 'pleasurable'}, {'label': 'B', 'text': 'pleasure'}, {'label': 'C', 'text': 'arousal'}]",What is kissing often described as?,pleasurable,pleasure,arousal,0
A,3bb5a9f0b42fd342310ac0e30034f42b,"[{'label': 'A', 'text': 'equal opportunity'}, {'label': 'B', 'text': 'critical thinking'}, {'label': 'C', 'text': 'congratulated'}]","No matter the background of the person, they should all be given what in applying for the job?",equal opportunity,critical thinking,congratulated,0
A,e6a7d0c001ea829ef7632d167cd6cc30,"[{'label': 'A', 'text': 'documentary'}, {'label': 'B', 'text': 'costa rica'}, {'label': 'C', 'text': 'captivity'}]",Where can you watch information on lizards?,documentary,costa rica,captivity,0
A,73964b0e2b7bb195635d74bcbf4f8a48,"[{'label': 'A', 'text': 'transit'}, {'label': 'B', 'text': 'tropical jungle'}, {'label': 'C', 'text': 'work'}]","The sloth was quite the sight, it moved quite slow while in what from one vine to another?",transit,tropical jungle,work,0
C,bb30aa0f0252407c6f7710ab25733e30,"[{'label': 'A', 'text': 'water garden'}, {'label': 'B', 'text': 'water plants'}, {'label': 'C', 'text': 'pick flowers'}]",James is a gardener.  That is his profession.  He gardens.  What is one thing that he cannot do in his job?,water garden,water plants,pick flowers,2
A,1c1739da0fb8a2a8797e70612042a4b4,"[{'label': 'A', 'text': 'love another'}, {'label': 'B', 'text': 'flirt'}, {'label': 'C', 'text': 'kiss'}]","Even if two people don't experience attraction when they meet, over time they can grow to do what?",love another,flirt,kiss,0
C,b51ac3a480cd3205d01cf2fb954d3e39,"[{'label': 'A', 'text': 'classroom'}, {'label': 'B', 'text': 'transmission'}, {'label': 'C', 'text': 'bowling alley'}]","The noise was loud, especially on impact.   John tried to drawn it out with the radio, but only succeeded in hurting his ears.  Where might John be?",classroom,transmission,bowling alley,2
C,3ff87c07458792304b5e63d099be9459,"[{'label': 'A', 'text': 'son'}, {'label': 'B', 'text': 'boy'}, {'label': 'C', 'text': 'brother'}]","If a man had a daughter, her uncle would be his what?",son,boy,brother,2
C,e2bf01a6d9683b81957794b6df2794a7,"[{'label': 'A', 'text': ""neighbor's house""}, {'label': 'B', 'text': 'flat'}, {'label': 'C', 'text': 'school'}]","The bathroom was dirty and messy.  It was cleaned every day, but it was always full of water and pee by morning.  Where is the bathroom located?",neighbor's house,flat,school,2
A,70a57b1d83c1ce3e7600c44b9b0b33e3,"[{'label': 'A', 'text': 'cup'}, {'label': 'B', 'text': 'shelf'}, {'label': 'C', 'text': 'office depot'}]",Where is a good place to keep many a pencil?,cup,shelf,office depot,0
B,045178ae5e84b25444d0cd583d8c2602,"[{'label': 'A', 'text': 'skill'}, {'label': 'B', 'text': 'coaster'}, {'label': 'C', 'text': 'hands'}]",What are you supposed to be setting cup on a table?,skill,coaster,hands,1
C,a69065b8ecab9b0770e7587bc956300a,"[{'label': 'A', 'text': 'jelly'}, {'label': 'B', 'text': 'hartford'}, {'label': 'C', 'text': 'liqueur'}]","The courant is a famous newspaper in Connecticut. Like most newspapers, it's black and white and read all over.    But there's another currant that  is black in color.  This other courant is illegal in New York, and it's a type of what?",jelly,hartford,liqueur,2
B,eb796848db698420eaba42087f3f660e,"[{'label': 'A', 'text': 'france'}, {'label': 'B', 'text': 'colorado'}, {'label': 'C', 'text': 'mountains'}]","While the marmoset is a new world monkey, you still won't find one anywhere but a zoo in which mile high place?",france,colorado,mountains,1
C,9fbf03e3d4e811104ace8f1a52e07e33,"[{'label': 'A', 'text': 'stock market'}, {'label': 'B', 'text': 'treasure chest'}, {'label': 'C', 'text': 'real estate'}]","I want to make a fortune selling houses, what should I study?",stock market,treasure chest,real estate,2
A,e74b768a33f0f591af80fe4d8ef8f304,"[{'label': 'A', 'text': 'toy store'}, {'label': 'B', 'text': 'michigan'}, {'label': 'C', 'text': 'cupboard'}]",where can someone get a new chess set?,toy store,michigan,cupboard,0
C,c4007cd739aee9350b92066c69bdbe3a,"[{'label': 'A', 'text': 'box'}, {'label': 'B', 'text': 'paragraph'}, {'label': 'C', 'text': 'sentence'}]",Space is the most important character on a keyboard. What basic thing do you need space to write?,box,paragraph,sentence,2
A,37df76da99ea7f3bce02f8882abe4fac,"[{'label': 'A', 'text': 'street'}, {'label': 'B', 'text': 'beach'}, {'label': 'C', 'text': 'field'}]","The window of the Honda was hit from the inside, not the outside. Where was most of the the broken glass found?",street,beach,field,0
B,388dada77986465f8e46410bd8a89d0e,"[{'label': 'A', 'text': 'convenient spot'}, {'label': 'B', 'text': 'airplane'}, {'label': 'C', 'text': 'car'}]",John asked for a tissue holder because he had a cold.  Where might he be?,convenient spot,airplane,car,1
A,d6bf50a3517b84f66b31c9b0a54cfea6,"[{'label': 'A', 'text': 'weak'}, {'label': 'B', 'text': 'feel more energetic'}, {'label': 'C', 'text': 'need to'}]",A person needing to rest often is often a sign of what?,weak,feel more energetic,need to,0
B,50c55139afcec57c1d9c60519326034a,"[{'label': 'A', 'text': 'wakefulness'}, {'label': 'B', 'text': 'in motion'}, {'label': 'C', 'text': 'active'}]","James's bouncing rubber balls were at rest, and so he could sleep.  He would get up in the morning, and then put them in what state again?",wakefulness,in motion,active,1
C,2c507970f028159c56c841413105fe83,"[{'label': 'A', 'text': 'sexual excitement'}, {'label': 'B', 'text': 'unwanted pregnancy'}, {'label': 'C', 'text': 'sparks fly'}]","There are many sayings and metaphors about flirting, which one could be found in a machine shop?",sexual excitement,unwanted pregnancy,sparks fly,2
C,49d39cf9fc3fab0cf8cd15ea78216cba,"[{'label': 'A', 'text': 'newspaper'}, {'label': 'B', 'text': 'past'}, {'label': 'C', 'text': 'book or magazine'}]",Where can you find a story in print?,newspaper,past,book or magazine,2
A,e5ca9920cf5a5f4ea354761e73d1dcb3,"[{'label': 'A', 'text': 'know truth'}, {'label': 'B', 'text': 'intelligent children'}, {'label': 'C', 'text': 'wonderful memories'}]",What do facts enable a person to do ?,know truth,intelligent children,wonderful memories,0
A,3b0d615293c5312c7c10389f6e969e3d,"[{'label': 'A', 'text': 'swamp'}, {'label': 'B', 'text': 'perfume'}, {'label': 'C', 'text': 'fountain'}]",What is likely to be filled with noxious water?,swamp,perfume,fountain,0
C,ad6e205e2109fe9d4f2c5f03d2bf6223,"[{'label': 'A', 'text': 'trunk'}, {'label': 'B', 'text': 'basement'}, {'label': 'C', 'text': 'box'}]","She wanted to donate her old clothes to charity, she began folding and stacking the clothing into a what?",trunk,basement,box,2
C,26bc6f7036ed08c49e6e798b2954f59f,"[{'label': 'A', 'text': 'overpopulation'}, {'label': 'B', 'text': 'feeling good'}, {'label': 'C', 'text': 'exhaustion'}]",What does a long session of procreating cause?,overpopulation,feeling good,exhaustion,2
C,6dceeafbe692ee90169a5b5c36ff266f,"[{'label': 'A', 'text': 'wait in line'}, {'label': 'B', 'text': 'offer help'}, {'label': 'C', 'text': 'enjoy working'}]",Why would a person stay at their job without being paid?,wait in line,offer help,enjoy working,2
B,d5fe3c4683714fb9722822e5cf065956,"[{'label': 'A', 'text': 'hair salon'}, {'label': 'B', 'text': 'flower garden'}, {'label': 'C', 'text': 'family room'}]","Debbie buys a ficus on how own, but she doesn't want to keep it in a pot.  Where does she put it?",hair salon,flower garden,family room,1
C,8760d6675c86ed0e157a13e4f9c64a7b,"[{'label': 'A', 'text': 'distinguished'}, {'label': 'B', 'text': 'great'}, {'label': 'C', 'text': 'remarkable'}]",Sally took her medicine and experienced strong side effects.  What did doctors say about the side effects?,distinguished,great,remarkable,2
A,37db8c07ec5e5338b736e7e50bd6b6fd,"[{'label': 'A', 'text': 'tailor shop'}, {'label': 'B', 'text': 'sewing room'}, {'label': 'C', 'text': 'clothing store'}]",Fabric is cut to order at what type of seller?,tailor shop,sewing room,clothing store,0
B,41517fd0722d29d3c246734cf568e774,"[{'label': 'A', 'text': 'side of road'}, {'label': 'B', 'text': 'freeway'}, {'label': 'C', 'text': 'racetrack'}]",Where can you drive your automobile at the highest legal speed?,side of road,freeway,racetrack,1
C,ecfd853b6cc3b46cf8c9e7bfdafc37e3,"[{'label': 'A', 'text': 'sunny window'}, {'label': 'B', 'text': 'ecosphere'}, {'label': 'C', 'text': 'tropical rainforest'}]","The ficus grew vigorously, this is because it got plenty of humidity and weather where?",sunny window,ecosphere,tropical rainforest,2
C,48fa7011f29cdea0d7685b7aa7b7fe17,"[{'label': 'A', 'text': 'barn'}, {'label': 'B', 'text': 'museum'}, {'label': 'C', 'text': 'office'}]",Where is a copy machine likely to be?,barn,museum,office,2
C,3a7c6f619b0e64049aa70a6220c2a2f7,"[{'label': 'A', 'text': 'sobering'}, {'label': 'B', 'text': 'stress'}, {'label': 'C', 'text': 'earn money'}]",What is a likely result of returning to work?,sobering,stress,earn money,2
C,fe1c641d51f6b6d6dbde0327bd05254e,"[{'label': 'A', 'text': 'earth'}, {'label': 'B', 'text': 'air'}, {'label': 'C', 'text': 'space shuttle'}]","If I have to keep track of how much oxygen there is, where am I?",earth,air,space shuttle,2
B,dc7462ec27f746510cc10028f68a6821,"[{'label': 'A', 'text': 'hollow log'}, {'label': 'B', 'text': 'law office'}, {'label': 'C', 'text': 'backyards'}]","A man was called a weasel for ""ambulance chasing,"" where did he likely work?",hollow log,law office,backyards,1
C,e406df454726d057c22a781b5aad87cf,"[{'label': 'A', 'text': 'change color'}, {'label': 'B', 'text': 'change of color'}, {'label': 'C', 'text': 'would cease to exist'}]",What would happen after you finished dying?,change color,change of color,would cease to exist,2
C,79338398c8b771df94fca436a55f836b,"[{'label': 'A', 'text': 'drug store'}, {'label': 'B', 'text': ""dentist's office""}, {'label': 'C', 'text': 'bottle'}]",What is mouthwash usually stored in?,drug store,dentist's office,bottle,2
C,fe9959523624deaad3e4a9cfcd27b8b3,"[{'label': 'A', 'text': 'getting tired'}, {'label': 'B', 'text': 'sitting down'}, {'label': 'C', 'text': 'procrastination'}]","Jim was beginning work on his essay the day before it was due, what did Jim suffer from?",getting tired,sitting down,procrastination,2
B,60c008a19a997326cd98594d5014acea,"[{'label': 'A', 'text': 'hospital'}, {'label': 'B', 'text': 'desktop'}, {'label': 'C', 'text': 'party'}]",Where would you put a telephone after you bought it?,hospital,desktop,party,1
C,108bd8fd61aab345809ad41c28547a85,"[{'label': 'A', 'text': 'body of water'}, {'label': 'B', 'text': 'underwater'}, {'label': 'C', 'text': 'lake superior'}]",Ice fishing can be done surprisingly far out most winters on what greatest of the Michigan's greats?,body of water,underwater,lake superior,2
B,dba88572a558c691401eb6bce36be210,"[{'label': 'A', 'text': 'competition'}, {'label': 'B', 'text': 'severe injuries'}, {'label': 'C', 'text': 'perspiration'}]",What can occur in fencing if you are not careful?,competition,severe injuries,perspiration,1
C,91fd85edc000bd23609d507761c5aaca,"[{'label': 'A', 'text': 'great oceans'}, {'label': 'B', 'text': 'tropical waters'}, {'label': 'C', 'text': 'great outdoors'}]","A shark isn't something you have to worry about at the lake in the woods, but there are plenty of dangers in the what?",great oceans,tropical waters,great outdoors,2
C,d597da99887059faff47a011b545e0e9,"[{'label': 'A', 'text': 'house'}, {'label': 'B', 'text': 'conference'}, {'label': 'C', 'text': 'fast food restaurant'}]",Where can you purchase food and eat it at tables?,house,conference,fast food restaurant,2
B,bc07822ca1f8892b80d632b9c03e1187,"[{'label': 'A', 'text': 'black'}, {'label': 'B', 'text': 'fun'}, {'label': 'C', 'text': 'playing dead'}]",When you play around with your dog they will have?,black,fun,playing dead,1
A,4336aa4243a1027ca8aee73d1dcd6d9c,"[{'label': 'A', 'text': 'spend money'}, {'label': 'B', 'text': 'paying'}, {'label': 'C', 'text': 'hunger'}]",The cashier said if you want to buy food you have to do what?,spend money,paying,hunger,0
B,b9074caeed0ec7cd3dcdae9a24402fc8,"[{'label': 'A', 'text': 'millpond'}, {'label': 'B', 'text': 'lake or river'}, {'label': 'C', 'text': 'strip club'}]",Where is beaver likely to be found?,millpond,lake or river,strip club,1
B,881836615e1c4f3914f357437b9fa1d4,"[{'label': 'A', 'text': 'newspaper'}, {'label': 'B', 'text': 'street'}, {'label': 'C', 'text': 'subdivision'}]","When a house has a normal location, where is it found?",newspaper,street,subdivision,1
A,103e20cbc2cb60258af31d981f8ea90b,"[{'label': 'A', 'text': 'city'}, {'label': 'B', 'text': 'military base'}, {'label': 'C', 'text': 'bowling alley'}]",Where might a runway head?,city,military base,bowling alley,0
A,06f2e444f7aea3db36f75a5f3b436271,"[{'label': 'A', 'text': 'class room'}, {'label': 'B', 'text': 'office supply store'}, {'label': 'C', 'text': 'backpack'}]",Where would you find a binder containing homework assignments?,class room,office supply store,backpack,0
B,694fc37d852dfa59079a0e478731bda4_1,"[{'label': 'A', 'text': 'tomb'}, {'label': 'B', 'text': 'arena'}, {'label': 'C', 'text': 'public building'}]",The players got chills and goosebumps as the went through the central passage into the what?,tomb,arena,public building,1
B,9788d666c7f792cec1040c8ea1d14fc3,"[{'label': 'A', 'text': 'space shuttle'}, {'label': 'B', 'text': 'fairgrounds'}, {'label': 'C', 'text': ""friend's house""}]",Where would you eat lots of fried foods on a stick?,space shuttle,fairgrounds,friend's house,1
C,3c2ebcca30e25594ad7a3d7653fa3cbb,"[{'label': 'A', 'text': 'searching for'}, {'label': 'B', 'text': 'logic'}, {'label': 'C', 'text': 'time'}]",Finding information requires what other than research materials?,searching for,logic,time,2
C,b3fca56d470d0dd7be403cc97f302ffc,"[{'label': 'A', 'text': 'fairgrounds'}, {'label': 'B', 'text': 'refrigerator'}, {'label': 'C', 'text': 'carnival'}]",A happy person drinking a lemonade and also feeling nauseous or dizzy might be at what event?,fairgrounds,refrigerator,carnival,2
C,d1e02be9922ae8f52cef4a7dca8fa331,"[{'label': 'A', 'text': 'feel full'}, {'label': 'B', 'text': 'late for work'}, {'label': 'C', 'text': 'feel sleepy'}]",Why could someone fall down after eating lunch?,feel full,late for work,feel sleepy,2
C,36c8cd0f09d868310d780ec4952061af,"[{'label': 'A', 'text': 'american west'}, {'label': 'B', 'text': 'in wild'}, {'label': 'C', 'text': 'national park'}]",You might find a marmoset in a South American protected what?,american west,in wild,national park,2
C,78a03162961a8b80dc0e4f1a1041e385,"[{'label': 'A', 'text': 'go out at night'}, {'label': 'B', 'text': 'go outside'}, {'label': 'C', 'text': 'play with toys'}]","Cats are easily entertained, they love to what?",go out at night,go outside,play with toys,2
C,185cc30514358c34215c611dd55dd8a1,"[{'label': 'A', 'text': 'florida'}, {'label': 'B', 'text': 'fountain'}, {'label': 'C', 'text': 'sink'}]","The water spout wouldn't turn off.  Eventually, what was totally filled?",florida,fountain,sink,2
A,236cd6436fb7a552a72d37861db96b14,"[{'label': 'A', 'text': 'music store'}, {'label': 'B', 'text': 'music shop'}, {'label': 'C', 'text': 'united states'}]","The banjo was sent off to be sold retail after it was built, where was it bound?",music store,music shop,united states,0
