answerKey,id,choices,stem,choice_0,choice_1,choice_2,choice_3,choice_4,label
B,f3e6c8238713e5303408497ca7b41362,"[{'label': 'A', 'text': 'undecided'}, {'label': 'B', 'text': 'reject'}, {'label': 'C', 'text': 'force'}, {'label': 'D', 'text': 'concluded'}, {'label': 'E', 'text': 'predetermination'}]","James didn't understand what was going on, but he knew that he had to choose.   He decided that he wasn't going to accept temptation, and did what to it?",undecided,reject,force,concluded,predetermination,1
C,af11faa29097b71141fe192ad019d1dd,"[{'label': 'A', 'text': 'begin to talk'}, {'label': 'B', 'text': 'old man'}, {'label': 'C', 'text': 'old person'}, {'label': 'D', 'text': 'adult'}, {'label': 'E', 'text': 'girl'}]","Christine couldn't be having a baby at her age, she thought to herself. What was Christine?",begin to talk,old man,old person,adult,girl,2
C,fe709745713549af232fe71c847d4d05,"[{'label': 'A', 'text': 'a large bottle of valium'}, {'label': 'B', 'text': 'sewer'}, {'label': 'C', 'text': 'trap'}, {'label': 'D', 'text': 'cupboard'}, {'label': 'E', 'text': 'disneyland'}]",What do you use to catch a mouse?,a large bottle of valium,sewer,trap,cupboard,disneyland,2
A,1cc14f6c9ae4435ddb4e4c520eee0065,"[{'label': 'A', 'text': 'office'}, {'label': 'B', 'text': 'city hall'}, {'label': 'C', 'text': 'desktop'}, {'label': 'D', 'text': 'desk drawer'}, {'label': 'E', 'text': 'wristwatch'}]","The accountant used a calculator regularly, he kept one at home and one at the what?",office,city hall,desktop,desk drawer,wristwatch,0
D,dec4a29a919d8171cdce2e498835d6fd,"[{'label': 'A', 'text': 'commercial building'}, {'label': 'B', 'text': 'mall'}, {'label': 'C', 'text': 'restaurant'}, {'label': 'D', 'text': 'town'}, {'label': 'E', 'text': 'country'}]","If you're in an eatery and not in the country, where are you?",commercial building,mall,restaurant,town,country,3
A,2fba9ca3c39904f6418e61a2faa063e5,"[{'label': 'A', 'text': 'notebook'}, {'label': 'B', 'text': 'math class'}, {'label': 'C', 'text': 'office suite'}, {'label': 'D', 'text': 'binder'}, {'label': 'E', 'text': 'his textbook'}]",James put a divider between arithmetic and English.  This meant that he could continue using what?,notebook,math class,office suite,binder,his textbook,0
A,858a5eaa587fe0e266722228671a6bd1,"[{'label': 'A', 'text': 'dictionary'}, {'label': 'B', 'text': 'apartment'}, {'label': 'C', 'text': 'libary'}, {'label': 'D', 'text': 'arboretum'}, {'label': 'E', 'text': 'middle east'}]","Where can you find the meaning of ""ficus""?",dictionary,apartment,libary,arboretum,middle east,0
C,36a9c042c6f2109be696367273c2146c,"[{'label': 'A', 'text': 'restaurant'}, {'label': 'B', 'text': 'nightclub'}, {'label': 'C', 'text': 'new york city'}, {'label': 'D', 'text': 'jail'}, {'label': 'E', 'text': 'michigan'}]",There are hundreds of bars and eateries in what east coast metropolis?,restaurant,nightclub,new york city,jail,michigan,2
B,442dd2d372228b9942f55d761ef961a3,"[{'label': 'A', 'text': 'train station'}, {'label': 'B', 'text': 'city'}, {'label': 'C', 'text': 'airport'}, {'label': 'D', 'text': 'london'}, {'label': 'E', 'text': 'gas stations'}]",Where are there more telephone booths?,train station,city,airport,london,gas stations,1
E,b520ef777293f5c80a92cf4408feb248,"[{'label': 'A', 'text': 'emotional distress'}, {'label': 'B', 'text': 'richer'}, {'label': 'C', 'text': 'meloncoly'}, {'label': 'D', 'text': 'depression'}, {'label': 'E', 'text': 'bad feelings'}]","When they got a divorce, they stopped talking to each other, so what did they have?",emotional distress,richer,meloncoly,depression,bad feelings,4
E,a87ffd89e19819e7c84a01238bd155bf,"[{'label': 'A', 'text': 'company'}, {'label': 'B', 'text': 'corporation'}, {'label': 'C', 'text': 'toilet'}, {'label': 'D', 'text': 'meeting'}, {'label': 'E', 'text': 'office'}]",Where do employees spend most of their time working?,company,corporation,toilet,meeting,office,4
A,690b3d4cf174aa15c03cf9348ac1fbc5,"[{'label': 'A', 'text': 'think'}, {'label': 'B', 'text': 'express information'}, {'label': 'C', 'text': 'give clue'}, {'label': 'D', 'text': 'analyse'}, {'label': 'E', 'text': 'run away'}]","The question the teacher asked was profound, it made all the students stop and what?",think,express information,give clue,analyse,run away,0
A,7d937233b4a9043da0b976dbd42d141b,"[{'label': 'A', 'text': 'imprisonment'}, {'label': 'B', 'text': 'trial'}, {'label': 'C', 'text': 'incarceration'}, {'label': 'D', 'text': 'problems'}, {'label': 'E', 'text': 'prosecution'}]",What is a possible outcome for committing murder?,imprisonment,trial,incarceration,problems,prosecution,0
E,eb29af6a2efcd2b2dfb4e9520592a4c7,"[{'label': 'A', 'text': 'errors'}, {'label': 'B', 'text': 'cleanliness'}, {'label': 'C', 'text': 'neatness'}, {'label': 'D', 'text': 'beauty'}, {'label': 'E', 'text': 'mistakes'}]",Why does grooming require careful consideration.?,errors,cleanliness,neatness,beauty,mistakes,4
A,95cd0a0f295b8b7516fd1b5cff66bb0d,"[{'label': 'A', 'text': 'not feel pain'}, {'label': 'B', 'text': 'more leisure time'}, {'label': 'C', 'text': 'make money'}, {'label': 'D', 'text': 'compliments'}, {'label': 'E', 'text': 'successful in life'}]",Why would a person take drugs?,not feel pain,more leisure time,make money,compliments,successful in life,0
D,af5db69adf8c798c2d6e88c63f6181b4,"[{'label': 'A', 'text': 'hand'}, {'label': 'B', 'text': 'light fire'}, {'label': 'C', 'text': 'burn down forest'}, {'label': 'D', 'text': 'carton'}, {'label': 'E', 'text': 'ashtray'}]",What keeps a cigarette fresh?,hand,light fire,burn down forest,carton,ashtray,3
D,5da237ab136faeae6bb1372b869a1d9f,"[{'label': 'A', 'text': 'brain work'}, {'label': 'B', 'text': 'might understand'}, {'label': 'C', 'text': 'enjoy'}, {'label': 'D', 'text': 'think about things'}, {'label': 'E', 'text': 'sit comfortably'}]",What is the definition of cogitating?,brain work,might understand,enjoy,think about things,sit comfortably,3
B,36a444296f40e48487e3485e167981c1,"[{'label': 'A', 'text': 'entertainment'}, {'label': 'B', 'text': 'stay awake'}, {'label': 'C', 'text': 'being awake'}, {'label': 'D', 'text': 'wakefulness'}, {'label': 'E', 'text': 'vacuuming'}]",John refused to sleep because of Freddy.   Nothing can hurt you as long as you do what?,entertainment,stay awake,being awake,wakefulness,vacuuming,1
E,10a9268f59c783e75131ae08e28202a5,"[{'label': 'A', 'text': 'country'}, {'label': 'B', 'text': 'michigan'}, {'label': 'C', 'text': 'map'}, {'label': 'D', 'text': 'rest stops'}, {'label': 'E', 'text': 'american city'}]","An expressway can suffer from traffic, this traffic gets worse the closer you get to any what?",country,michigan,map,rest stops,american city,4
D,b2fbeb0b48bd5e575af0f7dc24cdd85d,"[{'label': 'A', 'text': 'get'}, {'label': 'B', 'text': 'cause businesses to grow'}, {'label': 'C', 'text': 'lie'}, {'label': 'D', 'text': 'buy food'}, {'label': 'E', 'text': 'win'}]",What does someone who has a greed for energy do?,get,cause businesses to grow,lie,buy food,win,3
D,6cf4e2aa746875ea07d51bda1a142c89,"[{'label': 'A', 'text': 'distant'}, {'label': 'B', 'text': 'foreign'}, {'label': 'C', 'text': 'national'}, {'label': 'D', 'text': 'remote'}, {'label': 'E', 'text': 'fluidly'}]","It was hard for them to get news that was local, this is because they lived so what?",distant,foreign,national,remote,fluidly,3
E,99a7270182b2b0441792ed5c26e4e42f,"[{'label': 'A', 'text': 'competitiveness'}, {'label': 'B', 'text': 'happiness'}, {'label': 'C', 'text': 'anger'}, {'label': 'D', 'text': 'winning'}, {'label': 'E', 'text': 'entertainment'}]",What is the usual reason people enjoy playing games?,competitiveness,happiness,anger,winning,entertainment,4
E,0a5c069836784c3d574828d85a20a074,"[{'label': 'A', 'text': 'file cabinet'}, {'label': 'B', 'text': 'the floor'}, {'label': 'C', 'text': 'nightstand'}, {'label': 'D', 'text': 'kitchen cabinet'}, {'label': 'E', 'text': 'office desk'}]","I saw the receptionist carelessly toss my resume into the drawer, where did I want it to end up?",file cabinet,the floor,nightstand,kitchen cabinet,office desk,4
B,b44278953c8dbd076551b612837a6ed1,"[{'label': 'A', 'text': 'opera'}, {'label': 'B', 'text': 'movies'}, {'label': 'C', 'text': 'auditorium'}, {'label': 'D', 'text': 'show'}, {'label': 'E', 'text': 'classroom'}]",Where are the seats frequently covered in popcorn and soda?,opera,movies,auditorium,show,classroom,1
D,0a5c069836784c3d574828d85a20a074_1,"[{'label': 'A', 'text': 'file cabinet'}, {'label': 'B', 'text': 'filing cabinet'}, {'label': 'C', 'text': 'kitchen cabinet'}, {'label': 'D', 'text': 'office desk'}, {'label': 'E', 'text': 'nightstand'}]",There is usually a drawer in what item that is used during your occupation?,file cabinet,filing cabinet,kitchen cabinet,office desk,nightstand,3
A,89000ce61a3e6d28cfdf039d386b2ba3,"[{'label': 'A', 'text': 'movie'}, {'label': 'B', 'text': 'train station'}, {'label': 'C', 'text': ""person's hand""}, {'label': 'D', 'text': 'argument online'}, {'label': 'E', 'text': 'baseball stadium'}]","If you have a ticket and you are planning to eat popcorn, where would you go?",movie,train station,person's hand,argument online,baseball stadium,0
A,94d64b7bdf755b8d38f8885abe8f1479,"[{'label': 'A', 'text': 'gaining weight'}, {'label': 'B', 'text': 'stomach ache'}, {'label': 'C', 'text': 'losing weight'}, {'label': 'D', 'text': 'death'}, {'label': 'E', 'text': 'get full'}]",What is likely to be a long term negative consequence of of over eating hamburger?,gaining weight,stomach ache,losing weight,death,get full,0
A,f544ba6dc7de86da942d18bc0396a105,"[{'label': 'A', 'text': 'feeling hurt'}, {'label': 'B', 'text': 'crying'}, {'label': 'C', 'text': 'asking questions'}, {'label': 'D', 'text': 'surprise'}, {'label': 'E', 'text': 'learning'}]",What does someone experience when they discovering truth that is sad?,feeling hurt,crying,asking questions,surprise,learning,0
B,91fb266c29d5b9dbb0288adc98a629c1,"[{'label': 'A', 'text': 'order'}, {'label': 'B', 'text': 'frustration'}, {'label': 'C', 'text': 'fatigue'}, {'label': 'D', 'text': 'pain'}, {'label': 'E', 'text': 'disappointed'}]",What may you feel after standing in line for a long time and not getting what you were after?,order,frustration,fatigue,pain,disappointed,1
C,39f11c57ad8519ba91d61c95f57be97f,"[{'label': 'A', 'text': 'office'}, {'label': 'B', 'text': 'govern peopple'}, {'label': 'C', 'text': 'desk'}, {'label': 'D', 'text': 'drawer'}, {'label': 'E', 'text': 'purse'}]",What could you put a ruler either on top of or into?,office,govern peopple,desk,drawer,purse,2
C,cb30c399b5c6faf755f85fc4c11c44f9,"[{'label': 'A', 'text': 'protest'}, {'label': 'B', 'text': 'war'}, {'label': 'C', 'text': 'hockey game'}, {'label': 'D', 'text': 'result in getting killed'}, {'label': 'E', 'text': 'being done against'}]",Violence is inescapable.  In both the conflict between nations and the conflict between men.   Donny enjoyed the violence.  He likes going up against other people.  That's why he played what?,protest,war,hockey game,result in getting killed,being done against,2
C,4ef1f3b1cb40729df07c705ce810a019,"[{'label': 'A', 'text': 'container'}, {'label': 'B', 'text': 'can smell nasty'}, {'label': 'C', 'text': 'smells bad'}, {'label': 'D', 'text': 'composted'}, {'label': 'E', 'text': 'folkest'}]",How can you distinguish garbage from other things?,container,can smell nasty,smells bad,composted,folkest,2
B,22b11dfa99aaee9ea7066250420491af,"[{'label': 'A', 'text': 'strip mall'}, {'label': 'B', 'text': 'clerk'}, {'label': 'C', 'text': 'bellhop'}, {'label': 'D', 'text': 'beautifying hair'}, {'label': 'E', 'text': 'neighborhood'}]",Who is likely to check you into a beauty salon?,strip mall,clerk,bellhop,beautifying hair,neighborhood,1
A,6714593a8d1f8ae39930c1f0316e9ffc,"[{'label': 'A', 'text': 'anger'}, {'label': 'B', 'text': 'hands'}, {'label': 'C', 'text': 'fists'}, {'label': 'D', 'text': 'hitting'}, {'label': 'E', 'text': 'boxing gloves'}]",What emotion leads to punching?,anger,hands,fists,hitting,boxing gloves,0
A,35c2b1c7637dc83575bb26c1d9553336,"[{'label': 'A', 'text': ""person's home""}, {'label': 'B', 'text': 'basket'}, {'label': 'C', 'text': 'next door'}, {'label': 'D', 'text': 'aspca'}, {'label': 'E', 'text': 'kenne'}]",Where would a small dog that is someone's pet live?,person's home,basket,next door,aspca,kenne,0
C,87505da761eaa5c3c4703d02a12d46bc,"[{'label': 'A', 'text': 'cheshire'}, {'label': 'B', 'text': 'england'}, {'label': 'C', 'text': 'greater manchester'}, {'label': 'D', 'text': 'united kingdome'}, {'label': 'E', 'text': 'lancashire'}]",What is the word added to Manchester that signifies what county it is in?,cheshire,england,greater manchester,united kingdome,lancashire,2
B,bcfd7dfc44d7437ec65e4ec21878a3bf,"[{'label': 'A', 'text': 'get things done'}, {'label': 'B', 'text': 'helpful'}, {'label': 'C', 'text': 'gain'}, {'label': 'D', 'text': 'finished product'}, {'label': 'E', 'text': 'complete tasks'}]","The mother had to run some errands, she told he son if he did his chores while she was gone it would be what?",get things done,helpful,gain,finished product,complete tasks,1
E,fa93aa6136d2592a0dba24e72cc78f20,"[{'label': 'A', 'text': 'see exhibits'}, {'label': 'B', 'text': 'go somewhere'}, {'label': 'C', 'text': 'outdoor concert'}, {'label': 'D', 'text': 'hear testimony'}, {'label': 'E', 'text': 'surf net'}]",What would you do if you have curiosity about something but cannot leave your house?,see exhibits,go somewhere,outdoor concert,hear testimony,surf net,4
C,79934d56bbda28e991282ba0fae8283f,"[{'label': 'A', 'text': 'scotland'}, {'label': 'B', 'text': 'new jersey'}, {'label': 'C', 'text': 'england'}, {'label': 'D', 'text': 'europe'}, {'label': 'E', 'text': 'race track'}]",Where is a road known as a motorway?,scotland,new jersey,england,europe,race track,2
A,43cec0fff43a976fade9112d02b66021,"[{'label': 'A', 'text': 'countryside'}, {'label': 'B', 'text': 'north america'}, {'label': 'C', 'text': 'encyclopedia'}, {'label': 'D', 'text': 'jungle'}, {'label': 'E', 'text': 'great plains'}]",What green area is a marmot likely to be found in?,countryside,north america,encyclopedia,jungle,great plains,0
C,3e5d5f3ab62f87696d45ce2fed6e665a,"[{'label': 'A', 'text': 'nailed'}, {'label': 'B', 'text': 'grind'}, {'label': 'C', 'text': 'carved'}, {'label': 'D', 'text': 'polished'}, {'label': 'E', 'text': 'warp'}]",How can the shape of wood be changed?,nailed,grind,carved,polished,warp,2
D,d509c386cccf299d4fef5e8010027710,"[{'label': 'A', 'text': 'nausea'}, {'label': 'B', 'text': 'death'}, {'label': 'C', 'text': ""mcdonald's""}, {'label': 'D', 'text': 'health problems'}, {'label': 'E', 'text': 'gas'}]",What do eating hamburgers in excess lead to long term?,nausea,death,mcdonald's,health problems,gas,3
C,65f79be42000f2b383bd28acb40c0316,"[{'label': 'A', 'text': 'pizza place'}, {'label': 'B', 'text': 'school'}, {'label': 'C', 'text': 'own home'}, {'label': 'D', 'text': 'restaurant'}, {'label': 'E', 'text': 'prison'}]",Your oven is most likely found where?,pizza place,school,own home,restaurant,prison,2
C,5badb7b2518610f58829fc58f35557bd,"[{'label': 'A', 'text': 'find food'}, {'label': 'B', 'text': 'stop working'}, {'label': 'C', 'text': 'eat food'}, {'label': 'D', 'text': 'get out what i am going to eat with.'}, {'label': 'E', 'text': 'get food'}]",What do you do when you have lunch?,find food,stop working,eat food,get out what i am going to eat with.,get food,2
D,26ce83b8e9a263079aa8cdbd5258d667,"[{'label': 'A', 'text': 'question'}, {'label': 'B', 'text': 'answer'}, {'label': 'C', 'text': 'ignore'}, {'label': 'D', 'text': 'initiate'}, {'label': 'E', 'text': 'ask'}]","The man tried to reply to the woman, but he had difficulty keeping track of conversations that he didn't do what to?",question,answer,ignore,initiate,ask,3
D,46f4af2fd001a606fc6d36f1b58a9ec8,"[{'label': 'A', 'text': 'skin irritation'}, {'label': 'B', 'text': 'dry hands'}, {'label': 'C', 'text': 'dry skin'}, {'label': 'D', 'text': 'become wet'}, {'label': 'E', 'text': 'health'}]","After building his fire, the camper tried washing his hands, what was the immediate result?",skin irritation,dry hands,dry skin,become wet,health,3
E,899a9a65d3abe7ac507266d5612dba01,"[{'label': 'A', 'text': 'street corner'}, {'label': 'B', 'text': 'roadsides'}, {'label': 'C', 'text': 'playground'}, {'label': 'D', 'text': 'ground'}, {'label': 'E', 'text': 'park'}]",Where can litter ruin your bbq or Frisbee game?,street corner,roadsides,playground,ground,park,4
A,abb837e19ab21d8d41bd7ccdfb3d429e,"[{'label': 'A', 'text': 'seeing artifacts'}, {'label': 'B', 'text': 'shock'}, {'label': 'C', 'text': 'peace'}, {'label': 'D', 'text': 'crowds'}, {'label': 'E', 'text': 'being bored'}]",What you viewing if you're not looking at paintings while visiting a museum?,seeing artifacts,shock,peace,crowds,being bored,0
C,da0b6b6e82e9d6a569ef6cd823889b5f,"[{'label': 'A', 'text': 'grow'}, {'label': 'B', 'text': 'wash'}, {'label': 'C', 'text': 'prepare'}, {'label': 'D', 'text': 'open mouth'}, {'label': 'E', 'text': 'clean'}]","He always had an excuse for why he didn't eat more vegetables, he claimed with baked potatoes he didn't know how to what them?",grow,wash,prepare,open mouth,clean,2
C,2a3916bb1c124db90a862aa895047ab8,"[{'label': 'A', 'text': 'library'}, {'label': 'B', 'text': 'university'}, {'label': 'C', 'text': 'college class'}, {'label': 'D', 'text': 'school'}, {'label': 'E', 'text': 'classroom'}]","To learn something new, what is something an adult can take?",library,university,college class,school,classroom,2
C,193ba63fa8b62223da31ef8ec68da5bf,"[{'label': 'A', 'text': 'strip mall'}, {'label': 'B', 'text': 'city'}, {'label': 'C', 'text': 'neighborhood'}, {'label': 'D', 'text': 'clerk'}, {'label': 'E', 'text': 'barber shop'}]","The small locally owned beauty salon had it's grand opening, people hoped it would boost the economy in the surrounding what?",strip mall,city,neighborhood,clerk,barber shop,2
D,abbbf8bef84d5348c8d3250e59bef7e4,"[{'label': 'A', 'text': 'negligible'}, {'label': 'B', 'text': 'useless'}, {'label': 'C', 'text': 'petty'}, {'label': 'D', 'text': 'slight'}, {'label': 'E', 'text': 'mighty'}]","The measurement was important and they had to make a, what kind of increase, to get it just right?",negligible,useless,petty,slight,mighty,3
D,374e45f9143f418a2663d686e6c5659d,"[{'label': 'A', 'text': 'happiness'}, {'label': 'B', 'text': 'dysfunction'}, {'label': 'C', 'text': 'gaining knowledge'}, {'label': 'D', 'text': 'distress'}, {'label': 'E', 'text': 'effectiveness'}]",What negative emotions or feelings can learning cause?,happiness,dysfunction,gaining knowledge,distress,effectiveness,3
D,d9fd0b1631c1ab93a39d4c11a71331e5,"[{'label': 'A', 'text': 'drawn'}, {'label': 'B', 'text': 'smell good'}, {'label': 'C', 'text': 'plant themselves'}, {'label': 'D', 'text': 'continue to grow'}, {'label': 'E', 'text': 'many colors'}]",What would happen to flowers if they are watered?,drawn,smell good,plant themselves,continue to grow,many colors,3
E,f102148270383d1d71e6df96293ea6b2,"[{'label': 'A', 'text': 'music room'}, {'label': 'B', 'text': 'music store'}, {'label': 'C', 'text': 'hardware store'}, {'label': 'D', 'text': 'music shop'}, {'label': 'E', 'text': 'science lab'}]",Where would you go to get a tuning fork you forgot?,music room,music store,hardware store,music shop,science lab,4
A,67d91bc4b825f5e850e54c05cfb4c71b,"[{'label': 'A', 'text': 'cd players'}, {'label': 'B', 'text': 'laboratory'}, {'label': 'C', 'text': 'bomb'}, {'label': 'D', 'text': 'hospital'}, {'label': 'E', 'text': 'physics lab'}]",If you're hearing sounds what product the uses a laser are you using?,cd players,laboratory,bomb,hospital,physics lab,0
D,0a63a1fdea20f8ffa41cb9103d5fa5a7,"[{'label': 'A', 'text': 'distress'}, {'label': 'B', 'text': 'problems'}, {'label': 'C', 'text': 'kill'}, {'label': 'D', 'text': 'go to jail'}, {'label': 'E', 'text': 'fear'}]",What happens after committing murder?,distress,problems,kill,go to jail,fear,3
B,7a71f3981bf52b3f59b0fd65d3fdac53_1,"[{'label': 'A', 'text': 'useful'}, {'label': 'B', 'text': 'considerable'}, {'label': 'C', 'text': 'important'}, {'label': 'D', 'text': 'unignorable'}, {'label': 'E', 'text': 'significant'}]","The amount of effort put into the losing project was negligible, how much effort was put into the winning project?",useful,considerable,important,unignorable,significant,1
B,3d045798bf3bcd73608d297ec8426953,"[{'label': 'A', 'text': 'building'}, {'label': 'B', 'text': 'column'}, {'label': 'C', 'text': 'mine'}, {'label': 'D', 'text': 'windshaft'}, {'label': 'E', 'text': 'tunnel'}]","The construction began and they sunk a big support shaft into the ground, this would support the fancy what out front?",building,column,mine,windshaft,tunnel,1
D,6b1c5bdefc30c08d6e77636eb9ee155d,"[{'label': 'A', 'text': 'work to advantage'}, {'label': 'B', 'text': 'free mind'}, {'label': 'C', 'text': 'matter to'}, {'label': 'D', 'text': 'further knowledge'}, {'label': 'E', 'text': 'finding the way'}]",Joe wanted to know the truth because he was an academic and south to learn as much as possible.  He would do anything in pursuit of what?,work to advantage,free mind,matter to,further knowledge,finding the way,3
C,82ba55d5f99f428210a6846b055cfcb0,"[{'label': 'A', 'text': 'state park'}, {'label': 'B', 'text': 'jungle'}, {'label': 'C', 'text': 'forest'}, {'label': 'D', 'text': 'orchard'}, {'label': 'E', 'text': 'countryside'}]",Where are trees likely to be very thick?,state park,jungle,forest,orchard,countryside,2
A,57b83653d82b27d32bc39228130f3516,"[{'label': 'A', 'text': 'crucial'}, {'label': 'B', 'text': 'darkness'}, {'label': 'C', 'text': 'forceful'}, {'label': 'D', 'text': 'cumbersome'}, {'label': 'E', 'text': 'obesity'}]","The poor girls needed a light to see, what was the relationship between that light and finishing her homework?",crucial,darkness,forceful,cumbersome,obesity,0
E,160c8be9bcfbb5ff1612524807f2666e,"[{'label': 'A', 'text': 'start a conversation'}, {'label': 'B', 'text': 'say hello'}, {'label': 'C', 'text': 'introducing yourself'}, {'label': 'D', 'text': 'shake hands'}, {'label': 'E', 'text': 'smiling'}]",What did the friendly man do when meeting knew people to show he was happy?,start a conversation,say hello,introducing yourself,shake hands,smiling,4
A,b611cac8d175cf35e44e1d21e824aba5,"[{'label': 'A', 'text': 'meet for lunch'}, {'label': 'B', 'text': 'keep secrets'}, {'label': 'C', 'text': 'smile'}, {'label': 'D', 'text': 'borrow money'}, {'label': 'E', 'text': 'talking about'}]",A good thing for friends to do when they want to discuss something important?,meet for lunch,keep secrets,smile,borrow money,talking about,0
B,c4dcfeacbbc2d365a6fc34d8811e4ed6,"[{'label': 'A', 'text': 'new mexico'}, {'label': 'B', 'text': 'garden'}, {'label': 'C', 'text': 'dessert'}, {'label': 'D', 'text': 'creek'}, {'label': 'E', 'text': 'forrest'}]",Where would a lizard surprise a person?,new mexico,garden,dessert,creek,forrest,1
C,639c4396bdfe8b1c9f19451d3777fb2f,"[{'label': 'A', 'text': 'understand children'}, {'label': 'B', 'text': 'care for children'}, {'label': 'C', 'text': 'school child'}, {'label': 'D', 'text': 'speak freely'}, {'label': 'E', 'text': 'toddler'}]",What do most people have five years after becoming a parent?,understand children,care for children,school child,speak freely,toddler,2
A,516dceee9bb1fd3210450fdd5f173682,"[{'label': 'A', 'text': 'bottle'}, {'label': 'B', 'text': 'a liquor store'}, {'label': 'C', 'text': 'refrigerator'}, {'label': 'D', 'text': 'casino'}, {'label': 'E', 'text': 'grocery store'}]",What medium do people get their beer from ?,bottle,a liquor store,refrigerator,casino,grocery store,0
C,03bd79026967d554275fb94ebb978f47,"[{'label': 'A', 'text': 'forward'}, {'label': 'B', 'text': 'ignore'}, {'label': 'C', 'text': 'ask'}, {'label': 'D', 'text': 'silence'}, {'label': 'E', 'text': 'obesity'}]","There was no email reply, so what was the purpose of the follow up email?",forward,ignore,ask,silence,obesity,2
E,8e1f85ef0d83b461de75db88587f8d61,"[{'label': 'A', 'text': 'rapid'}, {'label': 'B', 'text': 'prompt'}, {'label': 'C', 'text': 'slowplay'}, {'label': 'D', 'text': 'okay'}, {'label': 'E', 'text': 'hasty'}]",Sarah was very slow at making judgments.  She didn't like being what?,rapid,prompt,slowplay,okay,hasty,4
D,0a88cabd74ec6f40247dae2976cf8656,"[{'label': 'A', 'text': 'mall'}, {'label': 'B', 'text': 'backpack'}, {'label': 'C', 'text': 'table'}, {'label': 'D', 'text': 'department store'}, {'label': 'E', 'text': 'house'}]","Where can you buy clothing, sporting goods, and housewares?",mall,backpack,table,department store,house,3
E,f90199946382d6e250ab60996b4e24fc,"[{'label': 'A', 'text': 'upright'}, {'label': 'B', 'text': 'luck'}, {'label': 'C', 'text': 'worthy'}, {'label': 'D', 'text': 'excellent'}, {'label': 'E', 'text': 'choice'}]",Using addictive drugs is a bad what?,upright,luck,worthy,excellent,choice,4
D,a5e4d05c4e76cddfc3ac67e7450a9ee6,"[{'label': 'A', 'text': 'answer question'}, {'label': 'B', 'text': 'charming'}, {'label': 'C', 'text': 'try to get'}, {'label': 'D', 'text': 'go to class'}, {'label': 'E', 'text': 'go to high school'}]",Sam was a student at Elmhurst elementary .  She was late when the bell rang so she ran in the hall trying to do what?,answer question,charming,try to get,go to class,go to high school,3
C,f6816188e39dc5c4be99d78b30d0455d,"[{'label': 'A', 'text': 'subject'}, {'label': 'B', 'text': 'foreigner'}, {'label': 'C', 'text': 'alien'}, {'label': 'D', 'text': 'countryfolk'}, {'label': 'E', 'text': 'immigrant'}]",Someone who is not a citizen of your country is considered to be what?,subject,foreigner,alien,countryfolk,immigrant,2
C,9cd3694d49ae866760cc33668298bd9c,"[{'label': 'A', 'text': 'underground'}, {'label': 'B', 'text': 'spacecraft'}, {'label': 'C', 'text': 'graveyard'}, {'label': 'D', 'text': 'space shuttle'}, {'label': 'E', 'text': 'civilisation'}]",Where would a human go to be near his or her ancestors?,underground,spacecraft,graveyard,space shuttle,civilisation,2
B,2708cb5afb1f5df27e41161be204266c,"[{'label': 'A', 'text': 'to the top'}, {'label': 'B', 'text': 'oven'}, {'label': 'C', 'text': 'yeast'}, {'label': 'D', 'text': 'bread pan'}, {'label': 'E', 'text': 'flour'}]","He was excitedly making bread with his sourdough starter, he watched intently as it began to rise inside the where?",to the top,oven,yeast,bread pan,flour,1
A,5ccf139e97fadb76cd463f7bc52d7db8,"[{'label': 'A', 'text': 'headaches'}, {'label': 'B', 'text': 'understanding of'}, {'label': 'C', 'text': 'knowing more'}, {'label': 'D', 'text': 'questions'}, {'label': 'E', 'text': 'increased knowledge'}]","I have a migraine and am finding information, what is my problem?",headaches,understanding of,knowing more,questions,increased knowledge,0
D,689f77c61f09853dab5c8c91d2739618,"[{'label': 'A', 'text': 'bought at store'}, {'label': 'B', 'text': 'cooked by grilling'}, {'label': 'C', 'text': 'baked in oven'}, {'label': 'D', 'text': 'chopped'}, {'label': 'E', 'text': 'eaten'}]","When making a chicken salad, how is the chicken made to be in smaller pieces?",bought at store,cooked by grilling,baked in oven,chopped,eaten,3
A,d33a9217f2c0109fe9842a7abab2b6da,"[{'label': 'A', 'text': 'old'}, {'label': 'B', 'text': 'senior'}, {'label': 'C', 'text': 'youngstock'}, {'label': 'D', 'text': 'aged'}, {'label': 'E', 'text': 'mature'}]","The young lady favored his wealth, she did not care how what he was?",old,senior,youngstock,aged,mature,0
A,66a55d29bf0de30089d36c02ae225022,"[{'label': 'A', 'text': 'buy food'}, {'label': 'B', 'text': 'prepare food'}, {'label': 'C', 'text': 'find food'}, {'label': 'D', 'text': 'make food'}, {'label': 'E', 'text': ""check your cat's mouth""}]",How might I procure what I need to eat?,buy food,prepare food,find food,make food,check your cat's mouth,0
E,7a1fdff17d645dd9b83ff239e944290d,"[{'label': 'A', 'text': 'arriving at desination'}, {'label': 'B', 'text': 'stress'}, {'label': 'C', 'text': 'impulse buying'}, {'label': 'D', 'text': 'an empty wallet'}, {'label': 'E', 'text': 'carrying bags'}]",If your'e going to market what should you bring?,arriving at desination,stress,impulse buying,an empty wallet,carrying bags,4
